unit,scope,fold,heldGroup,threshold,selected,baselineEnter,enterCount,enterPerSession,uniqueSymbols,strict30mCount,unknownCount,coverageRate,entrySymbolHHI,baselineMeanD30,meanD30,meanD30ImprovementPct,medianD30,D30p90,D30p95,D30ES95,MAEmedian,MAEp05,MAEworst,MFEmean,MFEmedian,MAEleMinus2,MAEleMinus5,MAEleMinus10,precision1,precision1Hits,anchorPreservation1,baselineWinners1,falseRiskRejected1,precision2,precision2Hits,anchorPreservation2,baselineWinners2,falseRiskRejected2,precision3,precision3Hits,anchorPreservation3,baselineWinners3,falseRiskRejected3,precision5,precision5Hits,anchorPreservation5,baselineWinners5,falseRiskRejected5,correctRiskRejections,falseRiskAcceptances,goodAcceptances,censoredUnknown,throughput,failedOrUnknown
chrono-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,,1,False,12,0,0.0,0,0,0,,,1.5305505213289927,,,,,,,,,,,,0,0,0,,0,0.0,4,4,,0,0.0,3,3,,0,0.0,2,2,,0,0.0,2,2,0,0,0,7,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,,2,False,12,9,2.25,7,3,6,0.3333333333333333,0.18518518518518517,1.5305505213289927,1.2423603600909698,18.829183174416507,1.5337423312883458,2.06141946544532,2.1273791072149417,2.1933387489845635,-1.5337423312883458,-2.1273791072149417,-2.1933387489845635,6.716772119980637,5.21472392638036,1,0,0,0.6666666666666666,2,0.5,4,2,0.6666666666666666,2,0.6666666666666666,3,1,0.6666666666666666,2,1.0,2,0,0.6666666666666666,2,1.0,2,0,0,0,2,7,0.75,precision1RatioMin:FAIL;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
chrono-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,,5,False,12,12,3.0,9,5,7,0.4166666666666667,0.16666666666666666,1.5305505213289927,1.5305505213289927,0.0,1.5337423312883458,2.4535176361962785,2.540243931933517,2.626970227670755,-1.5337423312883458,-2.540243931933517,-2.626970227670755,4.745145037858238,2.2767075306479923,2,0,0,0.8,4,1.0,4,0,0.6,3,1.0,3,0,0.4,2,1.0,2,0,0.4,2,1.0,2,0,0,0,4,7,1.0,adverseMeanRatioMax:FAIL
chrono-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,,10,False,12,12,3.0,9,5,7,0.4166666666666667,0.16666666666666666,1.5305505213289927,1.5305505213289927,0.0,1.5337423312883458,2.4535176361962785,2.540243931933517,2.626970227670755,-1.5337423312883458,-2.540243931933517,-2.626970227670755,4.745145037858238,2.2767075306479923,2,0,0,0.8,4,1.0,4,0,0.6,3,1.0,3,0,0.4,2,1.0,2,0,0.4,2,1.0,2,0,0,0,4,7,1.0,adverseMeanRatioMax:FAIL
chrono-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,,1,False,25,0,0.0,0,0,0,,,2.2437409126747405,,,,,,,,,,,,0,0,0,,0,0.0,13,13,,0,0.0,12,12,,0,0.0,6,6,,0,0.0,4,4,2,0,0,9,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,,2,False,25,2,0.25,2,0,2,0.0,0.5,2.2437409126747405,,,,,,,,,,,,0,0,0,,0,0.0,13,13,,0,0.0,12,12,,0,0.0,6,6,,0,0.0,4,4,2,0,0,9,0.08,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
chrono-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,,5,False,25,25,3.125,15,16,9,0.64,0.12000000000000001,2.2437409126747405,2.2437409126747405,0.0,1.7130757117846729,4.694618189877603,6.539600962404046,9.345794392523366,-1.7130757117846729,-6.539600962404046,-9.345794392523366,4.908102556574627,2.6439604825064134,7,2,0,0.8125,13,1.0,13,0,0.75,12,1.0,12,0,0.375,6,1.0,6,0,0.25,4,1.0,4,0,0,2,13,9,1.0,adverseMeanRatioMax:FAIL
chrono-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,,10,False,25,25,3.125,15,16,9,0.64,0.12000000000000001,2.2437409126747405,2.2437409126747405,0.0,1.7130757117846729,4.694618189877603,6.539600962404046,9.345794392523366,-1.7130757117846729,-6.539600962404046,-9.345794392523366,4.908102556574627,2.6439604825064134,7,2,0,0.8125,13,1.0,13,0,0.75,12,1.0,12,0,0.375,6,1.0,6,0,0.25,4,1.0,4,0,0,2,13,9,1.0,adverseMeanRatioMax:FAIL
chrono-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,,1,False,65,0,0.0,0,0,0,,,2.3558275862678264,,,,,,,,,,,,0,0,0,,0,0.0,38,38,,0,0.0,30,30,,0,0.0,22,22,,0,0.0,14,14,7,0,0,20,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,,2,False,65,0,0.0,0,0,0,,,2.3558275862678264,,,,,,,,,,,,0,0,0,,0,0.0,38,38,,0,0.0,30,30,,0,0.0,22,22,,0,0.0,14,14,7,0,0,20,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,,5,False,65,65,5.416666666666667,51,45,20,0.6923076923076923,0.03573964497041421,2.3558275862678264,2.3558275862678264,0.0,1.6666666666666718,5.705215220913434,9.123245093245789,10.265453252765337,-1.6666666666666718,-9.123245093245789,-11.316648531011975,4.811697495649463,2.679031427099443,17,7,2,0.8444444444444444,38,1.0,38,0,0.6666666666666666,30,1.0,30,0,0.4888888888888889,22,1.0,22,0,0.3111111111111111,14,1.0,14,0,0,7,33,20,1.0,adverseMeanRatioMax:FAIL
chrono-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,,10,False,65,65,5.416666666666667,51,45,20,0.6923076923076923,0.03573964497041421,2.3558275862678264,2.3558275862678264,0.0,1.6666666666666718,5.705215220913434,9.123245093245789,10.265453252765337,-1.6666666666666718,-9.123245093245789,-11.316648531011975,4.811697495649463,2.679031427099443,17,7,2,0.8444444444444444,38,1.0,38,0,0.6666666666666666,30,1.0,30,0,0.4888888888888889,22,1.0,22,0,0.3111111111111111,14,1.0,14,0,0,7,33,20,1.0,adverseMeanRatioMax:FAIL
chrono-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,,1,False,63,0,0.0,0,0,0,,,1.835280917874648,,,,,,,,,,,,0,0,0,,0,0.0,39,39,,0,0.0,36,36,,0,0.0,23,23,,0,0.0,10,10,2,0,0,17,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,,2,False,63,0,0.0,0,0,0,,,1.835280917874648,,,,,,,,,,,,0,0,0,,0,0.0,39,39,,0,0.0,36,36,,0,0.0,23,23,,0,0.0,10,10,2,0,0,17,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
chrono-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,,5,False,63,63,3.9375,39,46,17,0.7301587301587301,0.07079868984630888,1.835280917874648,1.835280917874648,0.0,1.1460786268133571,4.0284249767008395,4.2322333829598735,7.387655685528023,-1.1460786268133571,-4.2322333829598735,-12.857142857142856,4.064369794334681,2.96699438202247,19,2,1,0.8478260869565217,39,1.0,39,0,0.782608695652174,36,1.0,36,0,0.5,23,1.0,23,0,0.21739130434782608,10,1.0,10,0,0,2,37,17,1.0,adverseMeanRatioMax:FAIL
chrono-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,,10,False,63,63,3.9375,39,46,17,0.7301587301587301,0.07079868984630888,1.835280917874648,1.835280917874648,0.0,1.1460786268133571,4.0284249767008395,4.2322333829598735,7.387655685528023,-1.1460786268133571,-4.2322333829598735,-12.857142857142856,4.064369794334681,2.96699438202247,19,2,1,0.8478260869565217,39,1.0,39,0,0.782608695652174,36,1.0,36,0,0.5,23,1.0,23,0,0.21739130434782608,10,1.0,10,0,0,2,37,17,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,0,1,False,11,0,0.0,0,0,0,,,1.5305505213289927,,,,,,,,,,,,0,0,0,,0,0.0,4,4,,0,0.0,3,3,,0,0.0,2,2,,0,0.0,2,2,0,0,0,6,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,0,2,False,11,11,2.75,8,5,6,0.45454545454545453,0.19008264462809918,1.5305505213289927,1.5305505213289927,0.0,1.5337423312883458,2.4535176361962785,2.540243931933517,2.626970227670755,-1.5337423312883458,-2.540243931933517,-2.626970227670755,4.745145037858238,2.2767075306479923,2,0,0,0.8,4,1.0,4,0,0.6,3,1.0,3,0,0.4,2,1.0,2,0,0.4,2,1.0,2,0,0,0,4,6,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,0,5,False,11,11,2.75,8,5,6,0.45454545454545453,0.19008264462809918,1.5305505213289927,1.5305505213289927,0.0,1.5337423312883458,2.4535176361962785,2.540243931933517,2.626970227670755,-1.5337423312883458,-2.540243931933517,-2.626970227670755,4.745145037858238,2.2767075306479923,2,0,0,0.8,4,1.0,4,0,0.6,3,1.0,3,0,0.4,2,1.0,2,0,0.4,2,1.0,2,0,0,0,4,6,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,0,10,False,11,11,2.75,8,5,6,0.45454545454545453,0.19008264462809918,1.5305505213289927,1.5305505213289927,0.0,1.5337423312883458,2.4535176361962785,2.540243931933517,2.626970227670755,-1.5337423312883458,-2.540243931933517,-2.626970227670755,4.745145037858238,2.2767075306479923,2,0,0,0.8,4,1.0,4,0,0.6,3,1.0,3,0,0.4,2,1.0,2,0,0.4,2,1.0,2,0,0,0,4,6,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,0,1,False,20,0,0.0,0,0,0,,,2.4092192381318314,,,,,,,,,,,,0,0,0,,0,0.0,11,11,,0,0.0,10,10,,0,0.0,5,5,,0,0.0,4,4,2,0,0,6,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,0,2,False,20,0,0.0,0,0,0,,,2.4092192381318314,,,,,,,,,,,,0,0,0,,0,0.0,11,11,,0,0.0,10,10,,0,0.0,5,5,,0,0.0,4,4,2,0,0,6,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,0,5,False,20,20,2.5,11,14,6,0.7,0.16999999999999998,2.4092192381318314,2.4092192381318314,0.0,1.9241908045662504,5.058452174872273,6.913760086419955,9.345794392523366,-1.9241908045662504,-6.9137600864199555,-9.345794392523366,5.12299695250068,2.6439604825064134,7,2,0,0.7857142857142857,11,1.0,11,0,0.7142857142857143,10,1.0,10,0,0.35714285714285715,5,1.0,5,0,0.2857142857142857,4,1.0,4,0,0,2,11,6,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,0,10,False,20,20,2.5,11,14,6,0.7,0.16999999999999998,2.4092192381318314,2.4092192381318314,0.0,1.9241908045662504,5.058452174872273,6.913760086419955,9.345794392523366,-1.9241908045662504,-6.9137600864199555,-9.345794392523366,5.12299695250068,2.6439604825064134,7,2,0,0.7857142857142857,11,1.0,11,0,0.7142857142857143,10,1.0,10,0,0.35714285714285715,5,1.0,5,0,0.2857142857142857,4,1.0,4,0,0,2,11,6,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,0,1,False,57,0,0.0,0,0,0,,,2.139715737156699,,,,,,,,,,,,0,0,0,,0,0.0,34,34,,0,0.0,26,26,,0,0.0,21,21,,0,0.0,13,13,4,0,0,17,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,0,2,False,57,0,0.0,0,0,0,,,2.139715737156699,,,,,,,,,,,,0,0,0,,0,0.0,34,34,,0,0.0,26,26,,0,0.0,21,21,,0,0.0,13,13,4,0,0,17,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,0,5,False,57,57,4.75,45,40,17,0.7017543859649122,0.042782394582948594,2.139715737156699,2.139715737156699,0.0,1.481389165835828,4.359756097560975,8.748035552140811,10.269974750942879,-1.481389165835828,-8.748035552140813,-11.316648531011975,5.08548388617985,3.2138676581973447,14,4,1,0.85,34,1.0,34,0,0.65,26,1.0,26,0,0.525,21,1.0,21,0,0.325,13,1.0,13,0,0,4,31,17,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,0,10,False,57,57,4.75,45,40,17,0.7017543859649122,0.042782394582948594,2.139715737156699,2.139715737156699,0.0,1.481389165835828,4.359756097560975,8.748035552140811,10.269974750942879,-1.481389165835828,-8.748035552140813,-11.316648531011975,5.08548388617985,3.2138676581973447,14,4,1,0.85,34,1.0,34,0,0.65,26,1.0,26,0,0.525,21,1.0,21,0,0.325,13,1.0,13,0,0,4,31,17,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,0,1,False,51,0,0.0,0,0,0,,,1.8273559185274708,,,,,,,,,,,,0,0,0,,0,0.0,31,31,,0,0.0,29,29,,0,0.0,18,18,,0,0.0,9,9,1,0,0,15,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,0,2,False,51,0,0.0,0,0,0,,,1.8273559185274708,,,,,,,,,,,,0,0,0,,0,0.0,31,31,,0,0.0,29,29,,0,0.0,18,18,,0,0.0,9,9,1,0,0,15,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-0-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,0,5,False,51,51,3.1875,31,36,15,0.7058823529411765,0.0995770857362553,1.8273559185274708,1.8273559185274708,0.0,1.3654003052490205,3.8653727028701184,4.186061851007292,8.55623100303951,-1.3654003052490205,-4.186061851007292,-12.857142857142856,4.413026472364985,3.1016223193592873,15,1,1,0.8611111111111112,31,1.0,31,0,0.8055555555555556,29,1.0,29,0,0.5,18,1.0,18,0,0.25,9,1.0,9,0,0,1,30,15,1.0,adverseMeanRatioMax:FAIL
symbol-0-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,0,10,False,51,51,3.1875,31,36,15,0.7058823529411765,0.0995770857362553,1.8273559185274708,1.8273559185274708,0.0,1.3654003052490205,3.8653727028701184,4.186061851007292,8.55623100303951,-1.3654003052490205,-4.186061851007292,-12.857142857142856,4.413026472364985,3.1016223193592873,15,1,1,0.8611111111111112,31,1.0,31,0,0.8055555555555556,29,1.0,29,0,0.5,18,1.0,18,0,0.25,9,1.0,9,0,0,1,30,15,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,1,1,False,8,0,0.0,0,0,0,,,1.9131881516612408,,,,,,,,,,,,0,0,0,,0,0.0,3,3,,0,0.0,2,2,,0,0.0,1,1,,0,0.0,1,1,0,0,0,4,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-1-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,1,2,False,8,8,2.0,8,4,4,0.5,0.125,1.9131881516612408,1.9131881516612408,0.0,1.8635405401364546,2.4968807840648974,2.5619255058678263,2.626970227670755,-1.8635405401364546,-2.5619255058678263,-2.626970227670755,2.360002725894228,1.7877044146746401,2,0,0,0.75,3,1.0,3,0,0.5,2,1.0,2,0,0.25,1,1.0,1,0,0.25,1,1.0,1,0,0,0,3,4,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,1,5,False,8,8,2.0,8,4,4,0.5,0.125,1.9131881516612408,1.9131881516612408,0.0,1.8635405401364546,2.4968807840648974,2.5619255058678263,2.626970227670755,-1.8635405401364546,-2.5619255058678263,-2.626970227670755,2.360002725894228,1.7877044146746401,2,0,0,0.75,3,1.0,3,0,0.5,2,1.0,2,0,0.25,1,1.0,1,0,0.25,1,1.0,1,0,0,0,3,4,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-1,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,1,1,10,False,8,8,2.0,8,4,4,0.5,0.125,1.9131881516612408,1.9131881516612408,0.0,1.8635405401364546,2.4968807840648974,2.5619255058678263,2.626970227670755,-1.8635405401364546,-2.5619255058678263,-2.626970227670755,2.360002725894228,1.7877044146746401,2,0,0,0.75,3,1.0,3,0,0.5,2,1.0,2,0,0.25,1,1.0,1,0,0.25,1,1.0,1,0,0,0,3,4,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,1,1,False,15,0,0.0,0,0,0,,,2.318812708311301,,,,,,,,,,,,0,0,0,,0,0.0,9,9,,0,0.0,8,8,,0,0.0,2,2,,0,0.0,1,1,1,0,0,4,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-1-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,1,2,False,15,0,0.0,0,0,0,,,2.318812708311301,,,,,,,,,,,,0,0,0,,0,0.0,9,9,,0,0.0,8,8,,0,0.0,2,2,,0,0.0,1,1,1,0,0,4,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-1-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,1,5,False,15,15,1.875,12,11,4,0.7333333333333333,0.09333333333333334,2.318812708311301,2.318812708311301,0.0,2.156334231805934,3.7850332273909326,4.694618189877603,5.604203152364273,-2.156334231805934,-4.694618189877603,-5.604203152364273,2.892787335839284,2.42587601078168,6,1,0,0.8181818181818182,9,1.0,9,0,0.7272727272727273,8,1.0,8,0,0.18181818181818182,2,1.0,2,0,0.09090909090909091,1,1.0,1,0,0,1,9,4,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,1,10,False,15,15,1.875,12,11,4,0.7333333333333333,0.09333333333333334,2.318812708311301,2.318812708311301,0.0,2.156334231805934,3.7850332273909326,4.694618189877603,5.604203152364273,-2.156334231805934,-4.694618189877603,-5.604203152364273,2.892787335839284,2.42587601078168,6,1,0,0.8181818181818182,9,1.0,9,0,0.7272727272727273,8,1.0,8,0,0.18181818181818182,2,1.0,2,0,0.09090909090909091,1,1.0,1,0,0,1,9,4,1.0,adverseMeanRatioMax:FAIL
symbol-1-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,1,1,False,51,0,0.0,0,0,0,,,2.738404403700667,,,,,,,,,,,,0,0,0,,0,0.0,30,30,,0,0.0,22,22,,0,0.0,15,15,,0,0.0,8,8,7,0,0,14,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-1-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,1,2,False,51,0,0.0,0,0,0,,,2.738404403700667,,,,,,,,,,,,0,0,0,,0,0.0,30,30,,0,0.0,22,22,,0,0.0,15,15,,0,0.0,8,8,7,0,0,14,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
